MaritalStatus,Education,AcceptedSummary,Age,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Customer_Days
Married,PhD,0,46,61917,1,1,83,46,4,36,2,2,1,90,89,1,2,0,4,5,0,3,11,2380
Married,PhD,0,73,67472,0,1,93,162,31,127,8,17,69,345,276,2,4,2,7,3,0,3,11,2433
Married,Master,0,38,21059,1,0,40,8,3,19,3,3,8,36,28,3,3,0,3,6,0,3,11,2332
Married,Master,0,52,29543,2,0,47,17,3,18,3,4,18,45,27,2,3,1,2,7,0,3,11,2248
Married,Graduation,0,69,75903,0,1,50,340,108,185,130,38,100,801,701,2,6,6,9,3,0,3,11,2606
Together,Post Degree,0,45,34984,1,1,40,8,4,15,3,5,3,35,32,2,1,0,3,7,0,3,11,2820
Single,PhD,1,64,54998,0,1,3,154,22,202,39,30,8,447,439,5,4,2,9,4,0,3,11,2635
Widow,PhD,1,71,54356,0,1,62,710,15,30,20,0,0,775,775,3,11,2,8,8,0,3,11,2746
Married,Master,0,61,34242,0,1,25,8,2,4,0,0,1,14,13,1,0,0,3,5,0,3,11,2257
Married,Graduation,0,47,25410,1,0,48,2,2,4,13,13,4,34,30,1,1,0,4,4,0,3,11,2461
Married,PhD,1,36,73356,0,0,56,1050,14,322,0,14,112,1400,1288,1,5,11,5,2,0,3,11,2302
Together,Graduation,0,70,28320,0,1,68,19,1,14,3,2,4,39,35,1,1,0,3,8,0,3,11,2690
Single,Graduation,0,43,23763,1,0,64,22,0,6,6,2,6,36,30,1,1,0,3,7,0,3,11,2850
Married,Graduation,0,36,72570,0,0,67,274,83,216,151,141,224,865,641,1,4,6,12,1,0,3,11,2224
Married,Master,0,44,34529,1,0,94,68,6,38,3,6,41,121,80,2,2,2,3,7,0,3,11,2812
Widow,Graduation,0,69,70792,0,0,82,344,45,654,104,11,114,1158,1044,2,3,4,10,3,0,3,11,2667
Married,Graduation,1,38,63211,0,0,3,145,193,459,205,26,145,1028,883,2,3,8,7,2,0,3,11,2763
Married,Master,0,46,83891,0,1,24,217,38,350,111,85,15,801,786,1,4,7,10,1,0,3,11,2168
Single,Graduation,0,52,36065,1,1,54,18,7,34,10,2,3,71,68,3,3,0,3,8,0,3,11,2614
Together,Graduation,0,66,39898,0,1,20,69,8,26,12,7,12,122,110,2,3,0,4,7,0,3,11,2661
Single,PhD,0,80,51141,0,0,96,144,0,7,0,0,6,151,145,1,3,1,4,5,0,3,11,2515
Married,Graduation,0,44,56939,0,1,19,256,34,103,90,29,49,512,463,2,3,3,10,3,0,3,11,2443
Single,Graduation,0,69,80872,0,0,60,483,72,567,94,12,108,1228,1120,1,4,4,10,1,0,3,11,2207
Together,PhD,1,44,72335,0,0,2,1285,105,653,28,21,0,2092,2092,1,10,4,8,8,0,3,11,2844
Single,PhD,0,56,61798,0,0,13,338,4,89,11,8,13,450,437,1,4,2,9,4,0,3,11,2377
Widow,PhD,0,70,76842,0,0,37,605,10,345,84,54,32,1098,1066,1,1,8,7,0,0,3,11,2216
Together,Graduation,0,44,29478,1,0,59,8,0,7,3,1,1,19,18,1,1,0,3,6,0,3,11,2322
Single,Graduation,1,64,46998,0,1,55,172,41,86,45,6,27,350,323,5,5,3,5,7,0,3,11,2774
Single,Graduation,1,30,96843,0,0,60,448,71,951,40,17,17,1527,1510,1,6,11,10,2,0,3,11,2591
Widow,PhD,0,70,56551,1,1,48,67,4,32,17,2,16,122,106,3,2,1,4,4,0,3,11,2212
Married,Master,0,55,70053,0,1,38,512,53,98,81,179,89,923,834,3,8,5,10,5,0,3,11,2520
Widow,PhD,1,58,71670,0,0,8,1462,16,128,0,0,160,1606,1446,1,5,3,6,6,0,3,11,2514
Married,Graduation,0,42,44359,1,1,19,20,0,14,7,3,1,44,43,3,2,0,4,3,0,3,11,2171
Single,Graduation,1,68,40887,1,1,32,50,4,44,10,10,43,118,75,3,3,1,3,9,0,3,11,2578
Divorced,Graduation,0,54,48877,0,1,27,102,1,15,2,0,24,120,96,1,3,0,4,7,0,3,11,2334
Together,Graduation,0,73,74485,0,0,58,499,149,815,173,49,49,1685,1636,1,6,7,12,3,0,3,11,2468
Together,Graduation,0,48,64474,0,1,59,381,35,172,56,86,93,730,637,2,8,2,10,5,0,3,11,2409
Together,Graduation,0,57,77226,0,1,29,631,43,239,128,76,21,1117,1096,2,6,8,12,3,0,3,11,2280
Widow,Graduation,1,71,72643,0,0,60,526,80,553,123,94,53,1376,1323,1,3,10,7,2,0,3,11,2646
Together,Master,1,42,85738,0,0,41,913,26,376,17,26,13,1358,1345,1,3,6,11,1,0,3,11,2316
Divorced,Graduation,1,54,55686,0,1,27,673,0,199,37,47,26,956,930,2,6,3,5,4,0,3,11,2659
Single,Graduation,1,37,39062,1,0,28,23,0,9,0,0,12,32,20,1,1,0,3,4,0,3,11,2255
Together,Graduation,1,49,34600,1,1,8,199,33,60,8,3,15,303,288,5,5,2,5,8,0,3,11,2703
Married,Graduation,0,45,40794,0,1,18,261,23,73,4,23,50,384,334,2,6,3,5,7,0,3,11,2607
Married,Post Degree,0,49,54690,1,1,76,111,16,37,7,9,18,180,162,3,3,1,5,3,0,3,11,2393
Married,Graduation,0,51,4428,0,1,0,16,4,12,2,4,321,38,-283,0,25,0,0,1,0,3,11,2426
Married,Post Degree,0,57,32632,0,0,32,63,151,137,153,19,53,523,470,2,4,4,8,5,0,3,11,2855
Single,PhD,0,52,38236,1,1,2,58,0,18,2,0,10,78,68,4,3,0,4,7,0,3,11,2441
Married,Graduation,1,41,36781,1,0,16,29,1,17,0,3,13,50,37,1,2,1,2,8,0,3,11,2239
Single,Master,1,36,31385,1,0,56,3,2,12,0,1,9,18,9,1,1,0,2,8,0,3,11,2730
Married,Graduation,0,36,24570,1,0,97,28,34,62,11,14,44,149,105,3,4,0,4,9,0,3,11,2646
Divorced,PhD,1,46,25509,1,0,15,40,3,30,10,7,11,90,79,3,3,0,3,9,0,3,11,2808
Married,Graduation,1,69,94642,0,0,35,879,143,797,106,143,143,2068,1925,0,5,7,9,1,0,3,11,2296
Married,Master,0,58,58646,0,1,3,62,1,44,6,5,22,118,96,1,2,1,4,4,0,3,11,2543
Single,Graduation,0,45,53201,1,1,49,280,7,81,20,0,27,388,361,8,6,3,5,7,0,3,11,2661
Together,Graduation,0,63,21994,0,1,4,9,0,6,3,1,3,19,16,1,0,0,3,5,0,3,11,2711
Married,Graduation,0,42,57113,1,1,45,182,4,33,0,2,42,221,179,6,4,1,5,7,0,3,11,2667
Married,Graduation,0,29,51373,0,0,37,83,2,101,64,26,117,276,159,1,3,5,3,4,0,3,11,2531
Married,Graduation,0,34,23477,1,0,39,38,15,54,3,8,29,118,89,3,3,0,4,8,0,3,11,2410
Married,Graduation,0,64,58116,0,1,38,228,19,130,4,11,51,392,341,2,3,3,8,2,0,3,11,2236
Divorced,PhD,1,57,72968,0,0,8,1092,37,592,145,37,55,1903,1848,1,5,5,8,3,0,3,11,2354
Married,Master,0,49,39791,0,1,89,85,15,27,13,13,21,153,132,2,3,1,4,7,0,3,11,2617
Single,Master,1,73,91712,0,0,47,1276,24,746,94,29,48,2169,2121,0,9,7,11,3,0,3,11,2414
Single,Graduation,1,62,94472,0,1,75,1017,33,417,108,100,16,1675,1659,1,5,5,5,5,0,3,11,2246
Together,Graduation,0,60,13672,1,1,86,6,2,9,2,1,5,20,15,2,1,0,3,8,0,3,11,2597
Married,Post Degree,1,40,96547,0,0,4,448,21,125,52,101,62,747,685,0,7,6,8,2,0,3,11,2196
Married,Graduation,1,45,79205,0,0,73,504,23,117,179,28,44,851,807,1,6,5,4,4,0,3,11,2828
Together,PhD,0,45,56559,0,1,46,226,22,133,41,31,31,453,422,3,4,3,8,4,0,3,11,2710
Married,PhD,1,47,32644,1,0,38,239,3,141,0,7,23,390,367,4,7,1,6,8,0,3,11,2688
Single,Post Degree,0,40,67506,0,1,73,90,38,67,33,36,67,264,197,1,4,1,6,3,0,3,11,2337
Single,Graduation,0,50,24206,1,0,66,7,2,8,3,2,3,22,19,1,1,0,3,6,0,3,11,2637
Divorced,PhD,0,53,28420,1,0,36,4,2,5,2,0,0,13,13,1,1,0,2,6,0,3,11,2346
Married,Graduation,1,50,22979,1,0,29,16,17,19,20,21,22,93,71,3,3,2,2,8,0,3,11,2820
Single,Graduation,0,54,33279,0,0,29,10,3,3,0,0,0,16,16,1,0,0,3,3,0,3,11,2176
Single,Master,0,48,46423,1,1,6,68,0,16,0,0,8,84,76,3,2,0,4,7,0,3,11,2443
Married,Graduation,0,43,30368,0,1,97,35,0,13,2,0,2,50,48,2,2,0,3,8,0,3,11,2393
Married,Graduation,0,50,63684,0,1,61,575,80,428,208,93,80,1384,1304,3,8,4,8,5,0,3,11,2739
Divorced,Graduation,1,56,41638,0,1,68,315,0,31,4,0,91,350,259,4,5,5,3,8,0,3,11,2660
Divorced,PhD,0,61,68805,0,1,73,182,2,49,17,13,20,263,243,1,3,1,7,2,0,3,11,2444
Together,PhD,0,54,65814,0,1,90,561,14,113,10,14,35,712,677,3,8,2,10,5,0,3,11,2278
Divorced,Graduation,0,62,71964,0,0,81,587,51,932,180,34,86,1784,1698,1,5,6,5,3,0,3,11,2564
Single,Graduation,0,34,39146,1,0,1,94,1,33,13,12,12,153,141,3,4,0,4,8,0,3,11,2659
Together,Graduation,1,43,96876,0,0,79,908,43,735,40,194,21,1920,1899,1,7,7,9,2,0,3,11,2486
Married,Basic,0,39,34445,0,0,92,228,122,122,208,129,30,809,779,6,11,2,8,9,0,3,11,2677
Single,Graduation,1,62,68281,0,0,31,995,112,417,42,48,41,1614,1573,1,2,9,13,5,0,3,11,2850
Married,Post Degree,0,45,37284,1,1,46,11,1,2,2,1,6,17,11,1,0,0,3,6,0,3,11,2616
Married,Graduation,1,37,36790,0,0,14,3,3,14,15,21,10,56,46,1,2,1,2,9,0,3,11,2644
Together,Graduation,0,53,27943,1,1,89,12,1,16,4,1,3,34,31,3,2,0,3,8,0,3,11,2599
Divorced,Graduation,0,69,22263,1,1,31,17,0,2,0,0,2,19,17,2,1,0,3,6,1,3,11,2250
Together,Graduation,0,48,30261,1,2,75,8,0,5,0,3,6,16,10,1,0,0,3,8,0,3,11,2801
Together,Graduation,0,42,28587,1,0,42,22,4,17,12,10,13,65,52,3,2,0,4,6,0,3,11,2296
Married,Master,0,38,43815,1,0,53,14,10,29,4,7,15,64,49,1,2,0,3,6,0,3,11,2609
Married,Graduation,0,64,48195,1,1,53,106,27,68,52,7,5,260,255,6,4,2,5,6,0,3,11,2318
Married,Master,0,68,77027,0,1,23,820,57,242,45,0,11,1164,1153,2,8,3,6,4,0,3,11,2303
Married,PhD,0,55,71322,0,1,57,753,43,226,69,10,204,1101,897,2,8,5,13,4,0,3,11,2657
Married,Master,0,41,32765,1,0,49,13,3,17,7,3,3,43,40,2,2,0,4,5,0,3,11,2285
Together,Graduation,0,55,29672,1,1,6,9,1,3,0,4,8,17,9,1,0,0,3,6,0,3,11,2633
Divorced,Graduation,0,67,23272,0,0,29,19,3,6,4,2,12,34,22,1,1,0,3,4,0,3,11,2414
Together,Master,1,71,49912,0,1,5,520,8,223,32,49,42,832,790,4,10,5,7,8,0,3,11,2819
Together,Post Degree,0,35,7500,1,0,98,5,17,17,13,14,34,66,32,4,2,1,3,9,0,3,11,2856
Widow,PhD,1,73,68117,0,1,80,618,44,215,0,17,36,894,858,2,11,8,4,6,0,3,11,2635
Married,Graduation,0,65,67225,0,1,4,315,35,322,46,7,143,725,582,3,7,2,11,5,0,3,11,2374
Married,Graduation,0,44,17649,1,0,70,15,1,23,0,5,1,44,43,3,3,0,3,8,0,3,11,2388
Together,Graduation,0,45,55914,0,1,32,384,60,364,119,101,232,1028,796,4,11,6,8,7,0,3,11,2585
Married,Graduation,1,36,40059,1,0,82,110,29,92,28,10,145,269,124,1,6,2,3,8,0,3,11,2433
Together,Graduation,0,70,60905,0,1,27,208,17,76,36,17,38,354,316,2,3,3,7,2,0,3,11,2365
Married,Graduation,0,43,75330,1,1,94,555,82,257,93,61,61,1048,987,4,10,3,12,6,0,3,11,2792
Single,Graduation,0,69,60689,0,1,23,240,90,216,63,6,24,615,591,4,4,4,10,3,0,3,11,2552
Married,Graduation,0,36,38680,1,0,97,11,0,36,15,5,12,67,55,1,2,0,3,7,0,3,11,2617
Together,Graduation,1,38,61416,0,0,25,848,154,323,201,61,78,1587,1509,1,10,3,10,6,0,3,11,2665
Single,Graduation,0,29,49767,0,0,92,202,47,197,55,42,149,543,394,1,5,4,8,4,0,3,11,2582
Single,Graduation,0,50,83273,1,2,98,433,89,650,16,102,102,1290,1188,10,4,6,9,7,0,3,11,2801
Married,Graduation,0,39,29009,1,0,19,6,6,15,10,5,2,42,40,2,2,0,3,6,0,3,11,2371
Married,Master,0,41,45057,1,0,80,37,0,7,3,0,3,47,44,1,2,0,3,5,0,3,11,2369
Married,Graduation,0,49,37150,1,0,80,167,37,64,49,34,116,351,235,8,4,3,6,7,0,3,11,2815
Single,Graduation,0,50,43020,1,0,79,45,7,99,4,25,43,180,137,3,4,1,4,6,0,3,11,2370
Married,Graduation,0,61,53154,0,1,50,129,0,21,0,1,7,151,144,1,3,1,4,4,0,3,11,2179
Married,Graduation,1,47,65308,0,0,60,713,0,264,120,80,34,1177,1143,1,7,8,12,4,0,3,11,2450
Single,Graduation,1,50,76467,1,0,44,676,161,426,210,44,58,1517,1459,2,2,5,5,6,0,3,11,2840
Married,Post Degree,0,73,81044,0,0,0,450,26,535,73,98,26,1182,1156,1,5,6,10,1,0,3,11,2343
Married,Graduation,0,69,32871,1,1,28,22,2,12,0,2,5,38,33,1,1,0,3,4,0,3,11,2636
Single,Graduation,1,45,55801,1,1,35,367,4,51,6,4,95,432,337,6,7,2,6,7,0,3,11,2439
Widow,Graduation,0,61,76320,0,1,49,526,35,214,69,53,35,897,862,2,6,3,4,2,0,3,11,2166
Single,Master,0,65,36927,1,1,46,51,0,16,0,0,4,67,63,2,3,0,3,8,0,3,11,2186
Together,Graduation,0,67,48794,1,1,97,25,0,11,3,0,15,39,24,1,1,0,3,4,0,3,11,2162
Single,Graduation,0,55,23478,0,0,51,28,6,27,12,17,39,90,51,1,3,0,3,8,0,3,11,2626
Divorced,Graduation,0,47,71128,1,0,80,958,159,447,20,0,31,1584,1553,3,2,10,12,7,0,3,11,2790
Divorced,PhD,0,44,70179,0,1,10,532,88,168,69,44,133,901,768,3,7,3,13,5,0,3,11,2502
Married,Graduation,0,70,59462,0,1,29,724,17,143,0,8,196,892,696,2,9,2,12,7,0,3,11,2699
Together,Graduation,0,51,38361,1,0,74,39,0,56,20,8,14,123,109,3,3,1,3,7,0,3,11,2343
Together,PhD,0,38,70038,0,0,54,587,54,348,71,54,130,1114,984,1,4,4,8,2,0,3,11,2406
Together,Graduation,0,42,42554,1,1,93,29,1,11,0,0,0,41,41,2,2,0,3,4,0,3,11,2692
Married,Graduation,0,46,67445,0,1,63,757,80,217,29,80,11,1163,1152,5,9,6,12,6,0,3,11,2845
Widow,Graduation,0,69,67046,0,1,92,544,35,133,23,151,107,886,779,2,4,5,4,2,0,3,11,2698
Married,Graduation,0,72,42192,0,0,40,40,15,15,17,6,7,93,86,1,2,1,3,4,0,3,11,2455
Married,PhD,0,68,77610,0,1,70,1245,33,332,21,33,16,1664,1648,2,4,7,4,7,0,3,11,2767
Married,Graduation,0,36,31761,1,0,96,19,1,20,16,14,28,70,42,2,3,0,4,5,0,3,11,2244
Together,Graduation,0,41,34350,1,0,81,16,3,15,2,1,11,37,26,1,1,0,3,7,0,3,11,2412
Together,Graduation,0,71,54591,0,1,63,376,4,94,12,9,24,495,471,3,6,2,8,5,0,3,11,2487
Married,Graduation,0,64,71866,0,1,85,184,178,178,103,39,33,682,649,1,6,3,10,3,0,3,11,2345
Married,Graduation,0,51,25293,1,0,51,15,0,11,0,2,9,28,19,1,1,1,2,8,0,3,11,2446
Single,PhD,1,33,42000,0,0,23,124,83,267,85,59,35,618,583,2,5,2,11,5,0,3,11,2694
Married,Graduation,0,37,69520,0,0,95,627,120,414,121,80,93,1362,1269,1,9,6,5,5,0,3,11,2516
Divorced,Graduation,1,50,64713,1,0,11,180,60,241,13,54,54,548,494,2,5,5,7,4,0,3,11,2301
Married,Master,0,43,27889,1,0,42,14,0,4,0,0,8,18,10,1,1,1,2,6,0,3,11,2518
Widow,Basic,0,60,22123,0,0,77,3,3,24,34,7,31,71,40,1,2,1,3,5,0,3,11,2253
Married,Graduation,0,47,27803,1,0,40,8,26,46,38,9,49,127,78,2,3,0,4,8,0,3,11,2831
Married,Graduation,0,60,51651,0,1,32,293,6,23,13,6,92,341,249,4,6,2,5,8,0,3,11,2758
Married,Graduation,0,32,68487,0,0,48,758,12,385,33,89,89,1277,1188,1,9,7,13,4,0,3,11,2691
Married,Graduation,0,51,56796,0,1,24,656,38,161,62,47,37,964,927,3,8,9,7,7,0,3,11,2657
Married,Post Degree,0,28,87000,0,0,61,196,25,607,67,17,49,912,863,1,4,6,7,2,0,3,11,2720
Married,Graduation,1,61,79823,0,1,6,835,73,380,114,73,43,1475,1432,1,6,9,7,2,0,3,11,2249
Single,Graduation,0,40,30828,1,0,16,16,11,15,2,0,12,44,32,2,1,1,4,3,0,3,11,2427
Married,Master,0,49,34109,0,1,39,9,1,5,2,1,4,18,14,1,0,0,3,4,0,3,11,2394
Divorced,Master,1,46,53367,1,1,2,229,7,140,10,3,11,389,378,7,5,1,8,7,0,3,11,2461
Together,Basic,0,51,22390,0,0,49,0,1,4,15,1,5,21,16,1,1,0,2,7,0,3,11,2410
Together,Graduation,0,44,71322,0,1,31,121,24,124,24,15,42,308,266,1,4,1,7,2,0,3,11,2217
Single,Graduation,1,27,79244,0,0,58,471,102,125,212,61,245,971,726,1,4,10,7,1,0,3,11,2716
Together,Master,1,71,49912,0,1,5,520,8,223,32,49,42,832,790,4,10,5,7,8,0,3,11,2819
Married,PhD,0,70,48699,1,1,90,26,1,10,2,0,1,39,38,1,1,0,3,5,0,3,11,2563
Together,Graduation,0,45,80144,0,0,47,240,132,445,250,192,108,1259,1151,1,3,7,8,1,0,3,11,2431
Single,Graduation,0,64,54252,1,1,25,178,4,26,8,4,44,220,176,5,4,1,5,6,0,3,11,2556
Married,Master,1,44,81929,1,0,60,1486,55,278,49,0,185,1868,1683,2,4,4,10,6,0,3,11,2797
Married,Graduation,1,45,76068,0,1,67,1115,12,128,33,12,76,1300,1224,1,2,3,4,6,0,3,11,2736
Married,Master,0,44,53204,1,1,40,29,0,8,2,0,6,39,33,1,1,0,3,4,0,3,11,2260
Together,PhD,0,71,67911,0,1,63,529,0,356,63,28,0,976,976,3,6,7,11,3,0,3,11,2197
Married,Post Degree,1,36,14796,1,0,1,13,3,8,7,4,16,35,19,2,1,0,3,9,0,3,11,2809
Married,PhD,1,46,78128,0,1,89,934,24,230,16,24,36,1228,1192,2,8,4,6,3,0,3,11,2289
Married,Basic,0,48,14188,0,0,40,2,7,11,16,12,27,48,21,1,2,0,4,6,0,3,11,2645
Married,Basic,0,34,20425,1,0,5,4,12,5,3,16,17,40,23,2,2,0,3,7,0,3,11,2767
Married,Master,0,58,58646,0,1,3,62,1,44,6,5,22,118,96,1,2,1,4,4,0,3,11,2543
Divorced,Graduation,1,50,72967,0,1,1,158,35,179,0,0,125,372,247,2,7,2,8,5,0,3,11,2720
Married,Master,0,71,48150,0,1,24,173,2,39,3,2,47,219,172,3,5,1,4,7,0,3,11,2545
Single,Graduation,1,59,82332,0,0,89,830,59,968,51,79,19,1987,1968,1,5,3,12,2,0,3,11,2809
Widow,Graduation,0,65,58275,1,1,48,189,10,253,56,43,64,551,487,6,8,2,7,7,0,3,11,2551
Together,PhD,1,39,44953,0,0,31,728,17,133,11,8,124,897,773,1,7,3,13,6,0,3,11,2714
Together,Graduation,0,67,34587,1,1,68,7,2,9,2,0,2,20,18,2,1,0,3,4,0,3,11,2203
Together,Master,0,46,43018,0,1,46,35,4,17,7,6,64,69,5,1,2,2,2,5,0,3,11,2399
Married,Master,0,66,45736,0,1,92,188,3,180,20,3,43,394,351,5,7,1,6,7,0,3,11,2499
Together,Master,0,51,66476,0,1,80,742,28,152,25,9,57,956,899,2,6,8,10,4,0,3,11,2366
Married,Post Degree,0,39,27733,1,0,16,0,7,5,26,2,17,40,23,2,2,0,3,7,0,3,11,2466
Together,PhD,0,68,69805,0,1,50,750,71,174,13,10,20,1018,998,2,6,8,11,2,0,3,11,2318
Single,Master,0,58,72217,0,0,93,816,42,450,55,56,154,1419,1265,1,3,10,8,2,0,3,11,2604
Divorced,Graduation,0,49,25818,1,0,51,5,2,8,2,2,9,19,10,1,0,1,2,7,0,3,11,2778
Together,Master,0,44,37509,1,0,24,37,5,56,12,8,5,118,113,2,3,0,4,7,0,3,11,2814
Together,Post Degree,0,44,25176,1,1,79,4,0,4,0,0,5,8,3,1,1,0,2,7,0,3,11,2482
Married,Graduation,0,40,43586,0,1,26,99,2,11,4,0,16,116,100,3,3,0,4,8,0,3,11,2827
Married,Post Degree,0,64,53230,0,1,86,176,72,98,136,21,229,503,274,4,5,2,12,5,0,3,11,2854
Together,Graduation,1,63,50116,1,1,68,54,0,10,0,0,2,64,62,2,1,0,4,5,0,3,11,2168
Together,Graduation,1,48,84906,0,0,98,997,15,414,99,30,76,1555,1479,1,5,6,12,2,0,3,11,2427
Married,Graduation,0,54,61286,0,1,34,356,0,107,19,9,117,491,374,2,7,1,8,5,0,3,11,2490
Married,PhD,1,34,82333,0,0,60,1311,0,359,46,89,17,1805,1788,1,4,3,10,2,0,3,11,2615
Together,PhD,1,55,65220,0,0,3,890,63,292,0,25,12,1270,1258,4,8,4,7,6,0,3,11,2823
Together,Graduation,0,46,33590,2,1,65,4,0,2,0,0,2,6,4,1,1,0,2,7,0,3,11,2397
Divorced,Graduation,0,44,30992,1,0,83,17,0,14,7,3,2,41,39,1,1,0,3,7,0,3,11,2592
Single,Master,1,44,72309,0,0,64,960,0,883,50,38,0,1931,1931,1,5,6,8,3,0,3,11,2634
Married,Basic,0,40,16005,1,0,69,1,3,2,20,30,47,56,9,3,2,1,2,8,0,3,11,2843
Single,Master,0,63,65487,0,0,48,240,67,500,199,0,163,1006,843,3,3,5,6,2,0,3,11,2329
Married,Graduation,0,55,58692,0,1,21,301,11,61,4,7,11,384,373,1,8,2,4,7,0,3,11,2243
Widow,Graduation,1,51,40590,1,1,30,154,0,50,6,11,37,221,184,5,3,4,3,6,0,3,11,2429
Single,Graduation,0,50,20587,1,0,39,2,3,6,4,1,9,16,7,1,1,1,2,7,0,3,11,2208
Divorced,Master,0,66,62637,0,1,76,104,12,48,4,12,5,180,175,1,2,2,5,2,0,3,11,2279
Divorced,Master,1,54,29435,1,1,11,70,3,37,4,2,64,116,52,4,3,2,2,9,0,3,11,2851
Divorced,Graduation,0,46,19346,1,0,26,2,0,9,3,6,2,20,18,1,1,0,3,8,0,3,11,2309
Married,Graduation,0,49,35788,1,1,34,23,2,11,3,1,4,40,36,2,2,0,3,6,0,3,11,2316
Divorced,Graduation,0,52,36997,1,1,72,43,4,12,8,0,27,67,40,5,2,1,4,5,0,3,11,2672
Married,Graduation,0,63,23539,0,0,13,4,24,11,16,1,25,56,31,1,2,0,4,6,0,3,11,2280
Single,Graduation,1,47,65333,0,1,58,654,7,92,0,15,30,768,738,7,9,4,8,6,0,3,11,2322
Single,Graduation,1,63,78499,0,0,12,912,72,170,47,36,97,1237,1140,1,11,3,4,4,0,3,11,2377
Together,PhD,0,49,29732,1,0,23,25,0,8,0,1,4,34,30,1,2,0,2,9,0,3,11,2255
Together,Master,0,60,41275,1,2,33,24,4,22,0,2,9,52,43,4,3,1,3,5,0,3,11,2256
Together,PhD,0,47,63516,1,1,30,141,11,114,15,14,5,295,290,4,4,1,7,5,0,3,11,2517
Married,PhD,0,58,42769,0,1,15,71,0,13,3,1,0,88,88,2,1,1,4,4,0,3,11,2419
Married,Master,0,62,49572,1,1,25,35,1,16,0,1,1,53,52,2,2,0,3,7,0,3,11,2355
Married,Graduation,1,48,69209,0,0,4,496,32,849,229,48,128,1654,1526,2,5,3,6,4,0,3,11,2809
Married,Graduation,0,44,17148,1,0,80,9,9,11,13,10,16,52,36,4,3,1,3,8,0,3,11,2311
Widow,Graduation,1,51,40590,1,1,30,154,0,50,6,11,37,221,184,5,3,4,3,6,0,3,11,2429
Together,Master,0,44,30560,1,0,6,9,1,5,4,5,7,24,17,1,1,0,3,7,0,3,11,2526
Married,Post Degree,0,37,32146,1,0,16,26,3,23,4,7,3,63,60,2,2,0,4,6,0,3,11,2207
Divorced,Post Degree,0,56,41713,1,1,57,77,8,44,10,10,25,149,124,5,3,1,4,6,0,3,11,2220
Together,Master,0,45,34176,0,1,9,11,2,7,4,2,2,26,24,1,1,0,3,3,0,3,11,2317
Married,PhD,1,65,58482,0,1,59,576,7,115,19,7,7,724,717,2,7,4,9,6,0,3,11,2268
Single,Graduation,0,55,59686,0,1,78,89,15,89,34,42,5,269,264,1,4,1,6,4,0,3,11,2314
Married,PhD,1,56,60896,0,1,90,1013,30,399,60,46,153,1548,1395,3,9,10,4,6,0,3,11,2785
Together,Graduation,0,40,62994,1,0,74,224,12,48,4,12,12,300,288,1,6,2,4,6,0,3,11,2276
Together,Graduation,0,63,47320,0,1,10,200,19,111,50,15,19,395,376,6,5,1,8,6,0,3,11,2491
Widow,Post Degree,1,71,74859,0,0,63,570,73,614,133,102,73,1492,1419,1,6,5,11,3,0,3,11,2550
Single,Basic,0,28,15253,1,0,13,1,3,3,8,1,13,16,3,2,1,0,3,7,0,3,11,2403
Single,PhD,0,46,31560,1,0,98,62,1,20,4,0,7,87,80,2,2,1,3,8,0,3,11,2529
Divorced,Graduation,0,66,72071,0,1,4,531,69,300,150,138,150,1188,1038,3,5,4,8,2,0,3,11,2659
Single,Master,1,30,91172,0,0,94,162,28,818,0,28,56,1036,980,0,4,3,7,3,0,3,11,2618
Married,Graduation,1,36,90000,0,0,91,675,144,133,94,192,241,1238,997,1,4,8,5,1,0,3,11,2347
Single,Graduation,0,39,41967,1,1,66,23,4,10,0,2,15,39,24,1,1,0,3,4,0,3,11,2377
Single,Graduation,1,55,69263,0,1,14,492,5,32,13,5,21,547,526,1,9,1,7,6,0,3,11,2275
Divorced,Post Degree,1,50,65706,0,0,77,918,10,129,13,0,129,1070,941,1,11,3,12,7,0,3,11,2525
Together,Graduation,0,45,60934,0,1,41,224,155,155,192,93,54,819,765,2,6,4,11,4,0,3,11,2322
Married,Graduation,0,69,71965,0,1,21,572,19,286,50,38,248,965,717,3,6,3,5,3,0,3,11,2494
Married,Graduation,1,65,65210,0,1,25,626,0,70,0,7,28,703,675,2,9,3,8,6,0,3,11,2270
Married,PhD,1,45,79174,0,0,2,1074,37,518,193,92,129,1914,1785,1,5,6,7,2,0,3,11,2693
Divorced,Master,0,53,81380,0,0,51,741,68,689,224,68,103,1790,1687,1,4,2,10,2,0,3,11,2713
Single,PhD,0,47,48432,0,1,3,322,3,50,4,3,42,382,340,5,7,1,6,8,0,3,11,2778
Married,Graduation,1,49,52914,0,1,32,254,10,44,30,10,227,348,121,2,7,3,3,7,0,3,11,2697
Together,Graduation,0,65,38946,0,1,84,116,6,82,6,6,41,216,175,2,3,1,6,5,0,3,11,2407
Married,Graduation,0,46,26067,1,0,49,22,2,18,0,2,12,44,32,3,3,0,3,8,0,3,11,2396
Married,PhD,1,48,44325,0,1,69,516,0,21,0,0,5,537,532,4,8,2,7,8,0,3,11,2638
